0	82	1.0
1	598	1.0
2	1113	1.0
3	1158	1.0
4	7	1.0
5	1759	1.0
6	472	1.0
7	2344	1.0
8	2362	1.0
9	333	1.0
10	542	1.0
11	1007	1.0
12	326	1.0
13	1939	1.0
14	437	1.0
15	1356	1.0
16	538	1.0
17	501	1.0
18	287	1.0
19	164	1.0
20	1407	1.0
21	968	1.0
22	583	1.0
23	6463	1.0
24	6677	1.0
25	538	1.0
26	3121	1.0
27	664	1.0
28	5745	1.0
29	4512	1.0
30	18	1.0
31	5031	1.0
32	502	1.0
33	598	1.0
34	2356	1.0
35	3825	1.0
36	12	1.0
37	7456	1.0
38	1718	1.0
39	386	1.0
40	3288	1.0
41	8408	1.0
42	536	1.0
43	1920	1.0
44	7272	1.0
45	6587	1.0
46	8641	1.0
47	9586	1.0
48	3441	1.0
49	5509	1.0
50	12	1.0
51	9774	1.0
52	538	1.0
53	105	1.0
54	593	1.0
55	6587	1.0
56	2615	1.0
57	228	1.0
58	378	1.0
59	7029	1.0
60	11242	1.0
61	4453	1.0
62	11382	1.0
63	2924	1.0
64	2634	1.0
65	3213	1.0
66	3616	1.0
67	4718	1.0
68	12151	1.0
69	3492	1.0
70	2306	1.0
71	203	1.0
72	4102	1.0
73	673	1.0
74	1574	1.0
75	5482	1.0
76	3253	1.0
77	4815	1.0
78	5441	1.0
79	6128	1.0
80	13041	1.0
81	2341	1.0
82	13220	1.0
83	13392	1.0
84	2209	1.0
85	335	1.0
86	386	1.0
87	542	1.0
88	2470	1.0
89	2398	1.0
90	13985	1.0
91	1354	1.0
92	3975	1.0
93	14117	1.0
94	3901	1.0
95	531	1.0
96	536	1.0
97	4102	1.0
98	14410	1.0
99	12371	1.0
100	69	1.0
101	386	1.0
102	3005	1.0
103	566	1.0
104	5364	1.0
105	4842	1.0
106	1366	1.0
107	1872	1.0
108	8221	1.0
109	14994	1.0
110	6404	1.0
111	15095	1.0
112	386	1.0
113	7096	1.0
114	2820	1.0
115	5587	1.0
116	12922	1.0
117	2098	1.0
118	9755	1.0
119	15623	1.0
120	15655	1.0
121	1857	1.0
122	575	1.0
123	1902	1.0
124	3730	1.0
125	7575	1.0
126	16431	1.0
127	148	1.0
128	1391	1.0
129	248	1.0
130	7665	1.0
131	16983	1.0
132	148	1.0
133	576	1.0
134	2377	1.0
135	248	1.0
136	11564	1.0
137	912	1.0
138	2184	1.0
139	4545	1.0
140	17654	1.0
141	9384	1.0
142	518	1.0
143	2682	1.0
144	17816	1.0
145	587	1.0
146	684	1.0
147	5553	1.0
148	18227	1.0
149	6798	1.0
150	297	1.0
151	3221	1.0
152	568	1.0
153	550	1.0
154	16414	1.0
155	357	1.0
156	949	1.0
157	7165	1.0
158	4163	1.0
159	763	1.0
160	1688	1.0
161	7	1.0
162	71	1.0
163	13199	1.0
164	19051	1.0
165	298	1.0
166	1690	1.0
167	593	1.0
168	10163	1.0
169	5587	1.0
170	11626	1.0
171	19384	1.0
172	9678	1.0
173	228	1.0
174	13011	1.0
175	5992	1.0
176	1085	1.0
177	4395	1.0
178	5689	1.0
179	161	1.0
180	5744	1.0
181	2308	1.0
182	1931	1.0
183	1354	1.0
184	5745	1.0
185	3213	1.0
186	709	1.0
187	1920	1.0
188	2294	1.0
189	20530	1.0
190	19000	1.0
191	723	1.0
192	18156	1.0
193	1566	1.0
194	2416	1.0
195	4807	1.0
196	2631	1.0
197	502	1.0
198	13556	1.0
199	954	1.0
200	6306	1.0
201	20916	1.0
202	541	1.0
203	1113	1.0
204	386	1.0
205	6728	1.0
206	3244	1.0
207	5743	1.0
208	1917	1.0
209	216	1.0
210	19795	1.0
211	1007	1.0
212	1779	1.0
213	2498	1.0
214	21686	1.0
215	21703	1.0
216	626	1.0
217	1776	1.0
218	148	1.0
219	233	1.0
220	1779	1.0
221	10610	1.0
222	593	1.0
223	414	1.0
224	5151	1.0
225	5557	1.0
226	5504	1.0
227	381	1.0
228	22306	1.0
